"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"MdE82.0904.0644","Maison de l'École 82 0904 0644","Pot","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_20_j","BLONDÉ, BCH 109 (1985), cat. 304",98,24.713688134,40.779061124
"MdE82.0904.0467","Maison de l'École 82 0904 0467","Forme ouverte","Thasien","THAS. ?  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_21_b","BLONDÉ, BCH 109 (1985), cat. 309",98,24.713688134,40.779061124
"MdE82.0904.0456","Maison de l'École 82 0904 0456","Vase de stockage","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_20_g","BLONDÉ, BCH 109 (1985), cat. 302",98,24.713688134,40.779061124
"MdE82.0904.0370","Maison de l'École 82 0904 0370","Vase de stockage","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_20_d","BLONDÉ, BCH 109 (1985), cat. 298",98,24.713688134,40.779061124
"MdE82.0904.0367","Maison de l'École 82 0904 0367","Vase de stockage","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_20_a","BLONDÉ, BCH 109 (1985), cat. 295",98,24.713688134,40.779061124
"MdE82.0905.0097","Maison de l'École 82 0905 0097","Lékanè","Thasien","THAS. 6  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_18_j","BLONDÉ, BCH 109 (1985), cat. 284",98,24.713688134,40.779061124
"MdE82.0904.0641","Maison de l'École 82 0904 0641","Lékanè","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_19_b","BLONDÉ, BCH 109 (1985), cat. 288",98,24.713688134,40.779061124
"MdE82.0904.0213","Maison de l'École 82 0904 0213","Lékanè","Thasien","THAS. 3  ",,,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_18_g","BLONDÉ, BCH 109 (1985), cat. 282",98,24.713688134,40.779061124
"MdE82.0904.0389","Maison de l'École 82 0904 0389","Lékanè","Thasien","THAS. 5  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_18_d","BLONDÉ, BCH 109 (1985), cat. 279",98,24.713688134,40.779061124
"MdE82.0904.0102B","Maison de l'École 82 0904 0102B","Lékanè","Thasien","THAS. 4  ","C","A4",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_17_i","BLONDÉ, BCH 109 (1985), cat. 273",98,24.713688134,40.779061124
"MdE82.0904.0209","Maison de l'École 82 0904 0209","Lékanè","Thasien","THAS. 4  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_18_a","BLONDÉ, BCH 109 (1985), cat. 276",98,24.713688134,40.779061124
"MdE82.0904.0640","Maison de l'École 82 0904 0640","Lékanè","Thasien","THAS. 4  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_17_f","BLONDÉ, BCH 109 (1985), cat. 270",98,24.713688134,40.779061124
"MdE82.0904.0207","Maison de l'École 82 0904 0207","Lékanè","Thasien","THAS. 4  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_17_c","BLONDÉ, BCH 109 (1985), cat. 267",98,24.713688134,40.779061124
"MdE82.0904.0197","Maison de l'École 82 0904 0197","Lékanè","Thasien","THAS. 4  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_16_h","BLONDÉ, BCH 109 (1985), cat. 264",98,24.713688134,40.779061124
"MdE82.0904.0198","Maison de l'École 82 0904 0198","Lékanè","Thasien","THAS. 4  ","C","C2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_16_e","BLONDÉ, BCH 109 (1985), cat. 261",98,24.713688134,40.779061124
"MdE82.0904.0580","Maison de l'École 82 0904 0580","Lékanè","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_16_b","BLONDÉ, BCH 109 (1985), cat. 258",98,24.713688134,40.779061124
"MdE82.0904.0371","Maison de l'École 82 0904 0371","Bol-lékanè","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_15_g","BLONDÉ, BCH 109 (1985), cat. 255",98,24.713688134,40.779061124
"MdE82.0904.0218","Maison de l'École 82 0904 0218","Coupe sans anses","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_15_d","BLONDÉ, BCH 109 (1985), cat. 252",98,24.713688134,40.779061124
"MdE82.0905.0078","Maison de l'École 82 0905 0078","Bol-lékanè","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_15_a","BLONDÉ, BCH 109 (1985), cat. 249",98,24.713688134,40.779061124
"MdE82.0904.0375","Maison de l'École 82 0904 0375","Coupe à vasque","Thasien","THAS. ?  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_14_f","BLONDÉ, BCH 109 (1985), cat. 246",98,24.713688134,40.779061124
"MdE82.0904.0433","Maison de l'École 82 0904 0433","Coupe perforée à","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_14_c","BLONDÉ, BCH 109 (1985), cat. 243",98,24.713688134,40.779061124
"MdE82.0904.0113","Maison de l'École 82 0904 0113","Assiette à fond épais","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_12_m","BLONDÉ, BCH 109 (1985), cat. 223",98,24.713688134,40.779061124
